address,c_b_no,Borough,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
136-78 41 AVENUE,407,QUEENS,40.754787,-73.98579,0.8,nearest_rooftop_match,135,W 41st St,,,New York,NY,New York County,10036,US,City of New York
1360 FULTON STREET,303,BROOKLYN,40.680057,-73.946485,0.9,rooftop,1360,Fulton St,,,Brooklyn,NY,Kings County,11216,US,City of New York
1366 CROMWELL AVENUE,204,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1366 CROMWELL AVENUE,204,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1366 EAST NEW YORK AVENUE,316,BROOKLYN,40.706963,-74.011354,0.7,street_center,,New St,,,New York,NY,New York County,10005,US,TIGER/Line® dataset from the US Census Bureau
1366 EAST NEW YORK AVENUE,316,BROOKLYN,40.706963,-74.011354,0.7,street_center,,New St,,,New York,NY,New York County,10005,US,TIGER/Line® dataset from the US Census Bureau
1367 EASTERN PARKWAY,308,BROOKLYN,40.668608,-73.923381,0.9,range_interpolation,1367,Eastern Pkwy,,,Brooklyn,NY,Kings County,11233,US,TIGER/Line® dataset from the US Census Bureau
1367 EASTERN PARKWAY,308,BROOKLYN,40.668608,-73.923381,0.9,range_interpolation,1367,Eastern Pkwy,,,Brooklyn,NY,Kings County,11233,US,TIGER/Line® dataset from the US Census Bureau
137 FROST STREET,301,BROOKLYN,40.718112,-73.94622,0.9,range_interpolation,137,Frost St,,,Brooklyn,NY,Kings County,11211,US,TIGER/Line® dataset from the US Census Bureau
137 FROST STREET,301,BROOKLYN,40.718112,-73.94622,0.9,range_interpolation,137,Frost St,,,Brooklyn,NY,Kings County,11211,US,TIGER/Line® dataset from the US Census Bureau
137 KINGS HIGHWAY,311,BROOKLYN,40.728257,-74.007649,1,range_interpolation,137,King St,,,New York,NY,New York County,10014,US,TIGER/Line® dataset from the US Census Bureau
137 VARICK STREET,102,MANHATTAN,40.725824,-74.005781,1,range_interpolation,137,Varick St,,,New York,NY,New York County,10013,US,TIGER/Line® dataset from the US Census Bureau
137-61 NORTHERN BOULEVARD,407,QUEENS,40.76313,-73.831249,0.8,range_interpolation,137,Northern Blvd,,,Flushing,NY,Queens County,11354,US,TIGER/Line® dataset from the US Census Bureau
137-70 NORTHERN BOULEVARD,407,QUEENS,40.76313,-73.831249,0.8,range_interpolation,137,Northern Blvd,,,Flushing,NY,Queens County,11354,US,TIGER/Line® dataset from the US Census Bureau
1370 VIRGINIA AVENUE,209,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1371 51 STREET,312,BROOKLYN,40.762621,-73.98432,0.6,street_center,,W 51st St,,,New York,NY,New York County,10019,US,TIGER/Line® dataset from the US Census Bureau
1372 UTICA AVENUE,317,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1374 42 STREET,312,BROOKLYN,40.756504,-73.988098,0.6,street_center,,W 42nd St,,,New York,NY,New York County,10036,US,TIGER/Line® dataset from the US Census Bureau
1374 65 STREET,310,BROOKLYN,40.765514,-73.964911,0.6,street_center,,E 65th St,,,The Bronx,NY,New York County,10065,US,TIGER/Line® dataset from the US Census Bureau
138 BRUCKNER BOULEVARD,201,BRONX,40.804076,-73.920779,0.9,range_interpolation,138,Bruckner Blvd,,,Bronx,NY,Bronx County,10454,US,TIGER/Line® dataset from the US Census Bureau
138 SCHAEFER STREET,304,BROOKLYN,40.688174,-73.909101,0.9,rooftop,138,Schaefer St,,,Brooklyn,NY,Kings County,11207,US,City of New York
138-12 101 AVENUE,301,QUEENS,40.795463,-73.963805,0.8,range_interpolation,138,W 101st St,,,New York,NY,New York County,10025,US,TIGER/Line® dataset from the US Census Bureau
138-18 NORTHERN BOULEVARD,407,QUEENS,40.764351,-73.825942,0.8,range_interpolation,138,Northern Blvd,,,Flushing,NY,Queens County,11354,US,TIGER/Line® dataset from the US Census Bureau
138-25 BARCLAY AVENUE,407,QUEENS,40.712725,-74.009667,0.85,range_interpolation,138,Barclay St,,,New York,NY,New York County,10007,US,TIGER/Line® dataset from the US Census Bureau
138-54 QUEENS BOULEVARD,408,QUEENS,40.707101,-73.81706,0.8,range_interpolation,138,Queens Blvd,,,Jamaica,NY,Queens County,11435,US,TIGER/Line® dataset from the US Census Bureau
139 EAST HOUSTON STREET,103,MANHATTAN,40.723223,-73.99016,1,range_interpolation,139,E Houston St,,,New York,NY,New York County,10002,US,TIGER/Line® dataset from the US Census Bureau
139 FRANKLIN AVENUE,303,BROOKLYN,40.719055,-74.007291,0.95,rooftop,139,Franklin St,,,New York,NY,New York County,10013,US,City of New York
139-45 35 AVENUE,407,QUEENS,40.747986,-73.98116,0.8,nearest_rooftop_match,45,E 35th St,,,New York,NY,New York County,10016,US,City of New York
1390 RICHMOND TERRACE,501,STATEN ISLAND,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1393 YORK AVENUE,108,MANHATTAN,40.768319,-73.952787,1,range_interpolation,1393,York Ave,,,New York,NY,New York County,10021,US,TIGER/Line® dataset from the US Census Bureau
1393 YORK AVENUE,108,MANHATTAN,40.768319,-73.952787,1,range_interpolation,1393,York Ave,,,New York,NY,New York County,10021,US,TIGER/Line® dataset from the US Census Bureau
1395 BRISTOW STREET,203,BRONX,40.833111,-73.894916,0.9,range_interpolation,1395,Bristow St,,,Bronx,NY,Bronx County,10459,US,TIGER/Line® dataset from the US Census Bureau
14 5 AVENUE,102,MANHATTAN,40.732624,-73.996316,1,range_interpolation,14,5th Ave,,,New York,NY,New York County,10011,US,TIGER/Line® dataset from the US Census Bureau
14 CLAY STREET,301,BROOKLYN,40.736494,-73.957987,0.9,range_interpolation,14,Clay St,,,Brooklyn,NY,Kings County,11222,US,TIGER/Line® dataset from the US Census Bureau
14 CLINTON STREET,103,MANHATTAN,40.720862,-73.984043,1,rooftop,14,Clinton St,,,New York,NY,New York County,10002,US,City of New York
14 OLIVE STREET,301,BROOKLYN,40.713001,-73.938574,0.9,rooftop,14,Olive St,,,Brooklyn,NY,Kings County,11211,US,City of New York
14 WEST   45 STREET,105,MANHATTAN,40.755444,-73.979862,1,range_interpolation,14,W 45th St,,,New York,NY,New York County,10036,US,TIGER/Line® dataset from the US Census Bureau
14-09 31 AVENUE,NA,QUEENS,40.746678,-73.986508,0.8,range_interpolation,14,W 31st St,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
14-27 28 AVENUE,401,QUEENS,40.745907,-73.990157,0.8,range_interpolation,14,W 28th St,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
14-30 ASTORIA BOULEVARD,401,QUEENS,40.729594,-73.99095,0.9,range_interpolation,14,Astor Pl,,,New York,NY,New York County,10003,US,TIGER/Line® dataset from the US Census Bureau
14-41 BROADWAY,401,QUEENS,40.705982,-74.013006,0.9,range_interpolation,14,Broadway,,,New York,NY,New York County,10004,US,TIGER/Line® dataset from the US Census Bureau
14-45 29 AVENUE,401,QUEENS,40.746505,-73.989443,0.8,nearest_rooftop_match,45,W 29th St,,,New York,NY,New York County,10001,US,City of New York
140 CENTRAL AVENUE,304,BROOKLYN,40.777606,-73.975241,0.85,range_interpolation,140,Central Park W,,,New York,NY,New York County,10023,US,TIGER/Line® dataset from the US Census Bureau
140 DELANCEY STREET,103,MANHATTAN,40.718378,-73.986862,1,rooftop,140,Delancey St,,,New York,NY,New York County,10002,US,City of New York
140 HENRY STREET,103,MANHATTAN,40.713213,-73.990837,1,range_interpolation,140,Henry St,,,New York,NY,New York County,10002,US,TIGER/Line® dataset from the US Census Bureau
140 HILLSIDE AVENUE,112,MANHATTAN,40.860678,-73.926302,1,range_interpolation,140,Hillside Ave,,,New York,NY,New York County,10040,US,TIGER/Line® dataset from the US Census Bureau
140 WEST 117 STREET,110,MANHATTAN,40.803058,-73.950139,1,range_interpolation,140,W 117th St,,,New York,NY,New York County,10026,US,TIGER/Line® dataset from the US Census Bureau
140-05 245 STREET,413,QUEENS,40.664848,-73.735188,0.8,range_interpolation,140,245th St,,,Rosedale,NY,Queens County,11422,US,TIGER/Line® dataset from the US Census Bureau
140-18 CHERRY AVENUE,407,QUEENS,40.710507,-73.995067,0.84,nearest_rooftop_match,150,Cherry St,,,New York,NY,New York County,10002,US,City of New York
140-46 SANFORD AVENUE,407,QUEENS,40.725492,-73.98375,0.85,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
140-66 34 AVENUE,407,QUEENS,40.7471,-73.981782,0.8,nearest_rooftop_match,66,E 34th St,,,New York,NY,New York County,10016,US,City of New York
1400 FERRIS PLACE,210,BRONX,40.838765,-73.840919,0.9,range_interpolation,1400,Ferris Pl,,,Bronx,NY,Bronx County,10461,US,TIGER/Line® dataset from the US Census Bureau
1401 INWOOD AVENUE,204,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1405 BOSTON ROAD,NA,BRONX,40.833536,-73.896698,0.9,range_interpolation,1405,Boston Rd,,,Bronx,NY,Bronx County,10456,US,TIGER/Line® dataset from the US Census Bureau
1406 CROTONA PARK EAST,203,BRONX,40.732307,-73.680352,0.8,rooftop,1406,S Park Pl,,,New Hyde Park,NY,Nassau County,11040,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
1407 BROADWAY,304,BROOKLYN,40.753153,-73.987437,1,rooftop,1407,Broadway,,,New York,NY,New York County,10018,US,City of New York
1409 FLATBUSH AVENUE,314,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
141 NOLL STREET,304,BROOKLYN,40.70313,-73.931385,0.9,range_interpolation,141,Noll St,,,Brooklyn,NY,Kings County,11206,US,TIGER/Line® dataset from the US Census Bureau
141 NORTH 6 STREET,301,BROOKLYN,40.728054,-73.989823,0.73,nearest_rooftop_match,215,E 6th St,,,New York,NY,New York County,10003,US,City of New York
141-05 NORTHERN BOULEVARD,407,QUEENS,40.764351,-73.825942,0.8,range_interpolation,141,Northern Blvd,,,Flushing,NY,Queens County,11354,US,TIGER/Line® dataset from the US Census Bureau
141-15 78 AVENUE,NA,QUEENS,40.775925,-73.963044,0.75,nearest_rooftop_match,15,E 78th St,,,New York,NY,New York County,10075,US,City of New York
141-15 CHERRY AVENUE,407,QUEENS,40.755066,-73.820982,0.8,range_interpolation,141,Cherry Ave,,,Flushing,NY,Queens County,11355,US,TIGER/Line® dataset from the US Census Bureau
141-35 71 AVENUE,408,QUEENS,40.776728,-73.979281,0.8,range_interpolation,141,W 71st St,,,New York,NY,New York County,10023,US,TIGER/Line® dataset from the US Census Bureau
141-37 71 AVENUE,408,QUEENS,40.776728,-73.979281,0.8,range_interpolation,141,W 71st St,,,New York,NY,New York County,10023,US,TIGER/Line® dataset from the US Census Bureau
141-57 NORTHERN BOULEVARD,407,QUEENS,40.7448,-73.993568,0.5,nearest_rooftop_match,138,W 25th St,,,New York,NY,New York County,10001,US,City of New York
1410 VYSE AVENUE,203,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1415 52 STREET,312,BROOKLYN,40.756735,-73.968926,0.6,street_center,,E 52nd St,,,New York,NY,New York County,10022,US,TIGER/Line® dataset from the US Census Bureau
1415 52 STREET,312,BROOKLYN,40.756735,-73.968926,0.6,street_center,,E 52nd St,,,New York,NY,New York County,10022,US,TIGER/Line® dataset from the US Census Bureau
1418 46 STREET,312,BROOKLYN,40.752717,-73.971809,0.6,street_center,,E 46th St,,,New York,NY,New York County,10017,US,TIGER/Line® dataset from the US Census Bureau
142 AVENUE O,311,BROOKLYN,40.725492,-73.98375,0.85,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
142 BAY STREET,NA,STATEN ISLAND,40.6722,-74.0042,0.9,range_interpolation,142,Bay St,,,Brooklyn,NY,Kings County,11231,US,TIGER/Line® dataset from the US Census Bureau
142 FULTON STREET,101,MANHATTAN,40.710429,-74.008328,1,range_interpolation,142,Fulton St,,,New York,NY,New York County,10038,US,TIGER/Line® dataset from the US Census Bureau
142 HURON STREET,301,BROOKLYN,40.732834,-73.955762,0.9,rooftop,142,Huron St,,,Brooklyn,NY,Kings County,11222,US,City of New York
142 HURON STREET,301,BROOKLYN,40.732834,-73.955762,0.9,rooftop,142,Huron St,,,Brooklyn,NY,Kings County,11222,US,City of New York
142 HURON STREET,301,BROOKLYN,40.732834,-73.955762,0.9,rooftop,142,Huron St,,,Brooklyn,NY,Kings County,11222,US,City of New York
142 MORNINGSTAR ROAD,501,STATEN ISLAND,40.810144,-73.957481,1,range_interpolation,142,Morningside Dr,,,New York,NY,New York County,10027,US,TIGER/Line® dataset from the US Census Bureau
142 WEST   19 STREET,104,MANHATTAN,40.741151,-73.996536,1,rooftop,142,W 19th St,,,New York,NY,New York County,10011,US,City of New York
142 WEST 19 STREET,104,MANHATTAN,40.741151,-73.996536,1,rooftop,142,W 19th St,,,New York,NY,New York County,10011,US,City of New York
142-44 ROOSEVELT AVENUE,407,QUEENS,40.725492,-73.98375,0.85,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
1420 PELHAM PARKWAY SOUTH,211,BRONX,40.856969,-73.843719,0.9,range_interpolation,1420,Pelham Pkwy S,,,Bronx,NY,Bronx County,10461,US,TIGER/Line® dataset from the US Census Bureau
1420 PELHAM PARKWAY SOUTH,211,BRONX,40.856969,-73.843719,0.9,range_interpolation,1420,Pelham Pkwy S,,,Bronx,NY,Bronx County,10461,US,TIGER/Line® dataset from the US Census Bureau
1424 VYSE AVENUE,203,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1427 49 STREET,312,BROOKLYN,40.75459,-73.970441,0.6,street_center,,E 49th St,,,New York,NY,New York County,10017,US,TIGER/Line® dataset from the US Census Bureau
1429 LONGFELLOW AVENUE,203,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
143 POWERS STREET,301,BROOKLYN,40.712394,-73.945037,0.9,rooftop,143,Powers St,,,Brooklyn,NY,Kings County,11211,US,City of New York
143 VARICK STREET,102,MANHATTAN,40.725946,-74.005899,1,range_interpolation,143,Varick St,,,New York,NY,New York County,10013,US,TIGER/Line® dataset from the US Census Bureau
143 WEST 108 STREET,107,MANHATTAN,40.801512,-73.963927,1,rooftop,143,W 108th St,,,New York,NY,New York County,10025,US,City of New York
143-06 135 AVENUE,412,QUEENS,40.81504,-73.942679,0.8,nearest_rooftop_match,145,W 135th St,,,New York,NY,New York County,10030,US,City of New York
143-26 84 ROAD,408,QUEENS,40.712759,-73.812497,0.8,range_interpolation,143,84th Rd,,,Jamaica,NY,Queens County,11435,US,TIGER/Line® dataset from the US Census Bureau
143-33 95 AVENUE,412,QUEENS,40.79162,-73.966381,0.75,nearest_rooftop_match,33,W 95th St,,,New York,NY,New York County,10025,US,City of New York
143-58 38 AVENUE,407,QUEENS,40.751886,-73.985173,0.8,nearest_rooftop_match,58,W 38th St,,,New York,NY,New York County,10018,US,City of New York
143-58 38 AVENUE,407,QUEENS,40.751886,-73.985173,0.8,nearest_rooftop_match,58,W 38th St,,,New York,NY,New York County,10018,US,City of New York
1435 BROADWAY,401,QUEENS,40.754692,-73.986957,1,rooftop,1435,Broadway,,,New York,NY,New York County,10018,US,City of New York
1436 JESUP AVENUE,204,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1436 ST JOHNS PLACE,308,BROOKLYN,40.670709,-73.930485,0.9,nearest_rooftop_match,1439,St Johns Pl,,,Brooklyn,NY,Kings County,11213,US,City of New York
144 NOLL STREET,304,BROOKLYN,40.702889,-73.931191,0.9,range_interpolation,144,Noll St,,,Brooklyn,NY,Kings County,11206,US,TIGER/Line® dataset from the US Census Bureau
144 WEST  125 STREET,110,MANHATTAN,40.808524,-73.946521,0.9,range_interpolation,144,W 125th St,,,New York,NY,New York County,10027,US,TIGER/Line® dataset from the US Census Bureau
144 WEST  125 STREET,110,MANHATTAN,40.808524,-73.946521,0.9,range_interpolation,144,W 125th St,,,New York,NY,New York County,10027,US,TIGER/Line® dataset from the US Census Bureau
144 WEST  129 STREET,110,MANHATTAN,40.810721,-73.944666,1,range_interpolation,144,W 129th St,,,New York,NY,New York County,10027,US,TIGER/Line® dataset from the US Census Bureau
144 WEST  129 STREET,110,MANHATTAN,40.810721,-73.944666,1,range_interpolation,144,W 129th St,,,New York,NY,New York County,10027,US,TIGER/Line® dataset from the US Census Bureau
144 WEST 125 STREET,110,MANHATTAN,40.808524,-73.946521,0.9,range_interpolation,144,W 125th St,,,New York,NY,New York County,10027,US,TIGER/Line® dataset from the US Census Bureau
144-02 94 AVENUE,412,QUEENS,40.786383,-73.956454,0.8,nearest_rooftop_match,2,E 94th St,,,New York,NY,New York County,10128,US,City of New York
144-02 94 AVENUE,412,QUEENS,40.786383,-73.956454,0.8,nearest_rooftop_match,2,E 94th St,,,New York,NY,New York County,10128,US,City of New York
144-04 94 AVENUE,NA,QUEENS,40.78628,-73.95622,0.8,nearest_rooftop_match,4,E 94th St,,,New York,NY,New York County,10128,US,City of New York
144-10 LIBERTY AVENUE,412,QUEENS,40.707449,-74.008085,0.85,nearest_rooftop_match,10,Liberty St,,,New York,NY,New York County,10005,US,City of New York
144-14 38 AVENUE,407,QUEENS,40.752317,-73.985947,0.8,range_interpolation,144,W 38th St,,,New York,NY,New York County,10018,US,TIGER/Line® dataset from the US Census Bureau
144-20 LIBERTY AVENUE,412,QUEENS,40.710565,-74.013803,0.85,nearest_rooftop_match,140,Liberty St,,,New York,NY,New York County,10006,US,City of New York
144-20 LIBERTY AVENUE,412,QUEENS,40.710565,-74.013803,0.85,nearest_rooftop_match,140,Liberty St,,,New York,NY,New York County,10006,US,City of New York
144-39 GRAVETT ROAD,408,QUEENS,40.735854,-73.823584,0.9,rooftop,144-39,Gravett Rd,,,Flushing,NY,Queens County,11367,US,City of New York
1440 AMSTERDAM AVENUE,109,MANHATTAN,40.816734,-73.954053,1,range_interpolation,1440,Amsterdam Ave,,,New York,NY,New York County,10027,US,TIGER/Line® dataset from the US Census Bureau
1441 58 STREET,312,BROOKLYN,40.767384,-73.981892,0.6,street_center,,W 58th St,,,New York,NY,New York County,10019,US,TIGER/Line® dataset from the US Census Bureau
1446 BRYANT AVENUE,203,BRONX,40.831251,-73.888254,0.9,range_interpolation,1446,Bryant Ave,,,Bronx,NY,Bronx County,10459,US,TIGER/Line® dataset from the US Census Bureau
1448 FULTON STREET,303,BROOKLYN,40.680158,-73.943131,0.9,nearest_rooftop_match,1449,Fulton St,,,Brooklyn,NY,Kings County,11216,US,City of New York
145 3 STREET,306,BROOKLYN,40.731191,-74.001019,0.9,range_interpolation,145,W 3rd St,,,New York,NY,New York County,10012,US,TIGER/Line® dataset from the US Census Bureau
145 BOWERY,103,MANHATTAN,40.719152,-73.99431,1,rooftop,145,Bowery,,,New York,NY,New York County,10002,US,City of New York
145 BOWERY,103,MANHATTAN,40.719152,-73.99431,1,rooftop,145,Bowery,,,New York,NY,New York County,10002,US,City of New York
145 WOLCOTT STREET,306,BROOKLYN,40.678283,-74.014511,0.9,range_interpolation,145,Wolcott St,,,Brooklyn,NY,Kings County,11231,US,TIGER/Line® dataset from the US Census Bureau
145-14 GLASSBORO AVENUE,412,QUEENS,40.725492,-73.98375,0.75,nearest_rooftop_match,94,Ave,,,New York,NY,New York County,10009,US,City of New York
1450 CLAY AVENUE,204,BRONX,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1451 59 STREET,312,BROOKLYN,40.76031,-73.96411,0.6,street_center,,E 59th St,,,New York,NY,New York County,10022,US,TIGER/Line® dataset from the US Census Bureau
1454 39 STREET,312,BROOKLYN,40.754861,-73.989338,0.6,street_center,,W 39th St,,,New York,NY,New York County,10018,US,TIGER/Line® dataset from the US Census Bureau
1457 FLATBUSH AVENUE,314,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
1458 FLATBUSH AVENUE,314,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
146 BAYARD STREET,301,BROOKLYN,40.716195,-73.999568,1,range_interpolation,146,Bayard St,,,New York,NY,New York County,10013,US,TIGER/Line® dataset from the US Census Bureau
146 WEST 129 STREET,110,MANHATTAN,40.810745,-73.94471,1,range_interpolation,146,W 129th St,,,New York,NY,New York County,10027,US,TIGER/Line® dataset from the US Census Bureau
146-18 LIBERTY AVENUE,NA,QUEENS,40.710565,-74.013803,0.85,nearest_rooftop_match,140,Liberty St,,,New York,NY,New York County,10006,US,City of New York
1461 3 AVENUE,108,MANHATTAN,40.776479,-73.955563,1,range_interpolation,1461,3rd Ave,,,New York,NY,New York County,10028,US,TIGER/Line® dataset from the US Census Bureau
1463 3 AVENUE,108,MANHATTAN,40.776558,-73.955519,1,range_interpolation,1463,3rd Ave,,,New York,NY,New York County,10028,US,TIGER/Line® dataset from the US Census Bureau
1463 NEW YORK AVENUE,317,BROOKLYN,40.637224,-73.945045,0.9,rooftop,1463,New York Ave,,,Brooklyn,NY,Kings County,11210,US,City of New York
1465 3 AVENUE,108,MANHATTAN,40.776637,-73.955475,1,range_interpolation,1465,3rd Ave,,,New York,NY,New York County,10028,US,TIGER/Line® dataset from the US Census Bureau
1465 3 AVENUE,108,MANHATTAN,40.776637,-73.955475,1,range_interpolation,1465,3rd Ave,,,New York,NY,New York County,10028,US,TIGER/Line® dataset from the US Census Bureau
1467 3 AVENUE,108,MANHATTAN,40.776716,-73.955432,1,range_interpolation,1467,3rd Ave,,,New York,NY,New York County,10028,US,TIGER/Line® dataset from the US Census Bureau
1469 3 AVENUE,108,MANHATTAN,40.776589,-73.95539,1,rooftop,1469,3rd Ave,,,New York,NY,New York County,10028,US,City of New York
1469 3 AVENUE,108,MANHATTAN,40.776589,-73.95539,1,rooftop,1469,3rd Ave,,,New York,NY,New York County,10028,US,City of New York
147 41 STREET,307,BROOKLYN,40.755039,-73.985842,0.9,range_interpolation,147,W 41st St,,,New York,NY,New York County,10036,US,TIGER/Line® dataset from the US Census Bureau
147 SAINT FELIX STREET,302,BROOKLYN,40.686031,-73.977079,0.9,range_interpolation,147,St Felix St,,,Brooklyn,NY,Kings County,11217,US,TIGER/Line® dataset from the US Census Bureau
147 STANHOPE STREET,304,BROOKLYN,40.698621,-73.92264,0.9,rooftop,147,Stanhope St,,,Brooklyn,NY,Kings County,11221,US,City of New York
147-02 76 ROAD,408,QUEENS,40.723279,-73.81512,0.8,range_interpolation,147,76th Rd,,,Flushing,NY,Queens County,11367,US,TIGER/Line® dataset from the US Census Bureau
147-07 94 AVENUE,412,QUEENS,40.791562,-73.968465,0.8,range_interpolation,147,W 94th St,,,New York,NY,New York County,10025,US,TIGER/Line® dataset from the US Census Bureau
147-18 95 AVENUE,412,QUEENS,40.786691,-73.955305,0.75,nearest_rooftop_match,18,E 95th St,,,New York,NY,New York County,10128,US,City of New York
147-22 73 AVENUE,408,QUEENS,40.777186,-73.97614,0.8,range_interpolation,147,W 73rd St,,,New York,NY,New York County,10023,US,TIGER/Line® dataset from the US Census Bureau
147-35 95 AVENUE,412,QUEENS,40.791642,-73.966433,0.75,nearest_rooftop_match,35,W 95th St,,,New York,NY,New York County,10025,US,City of New York
147-58 77 ROAD,408,QUEENS,40.781235,-73.978163,0.6,nearest_rooftop_match,148,W 77th St,,,New York,NY,New York County,10024,US,City of New York
147-58 77 ROAD,408,QUEENS,40.781235,-73.978163,0.6,nearest_rooftop_match,148,W 77th St,,,New York,NY,New York County,10024,US,City of New York
1470 EASTERN PARKWAY,316,BROOKLYN,40.669466,-73.919532,0.9,rooftop,1470,Eastern Pkwy,,,Brooklyn,NY,Kings County,11233,US,City of New York
1475 60 STREET,312,BROOKLYN,40.762647,-73.967049,0.6,street_center,,E 60th St,,,New York,NY,New York County,10022,US,TIGER/Line® dataset from the US Census Bureau
148 39 STREET,307,BROOKLYN,40.753625,-73.987431,0.9,range_interpolation,148,W 39th St,,,New York,NY,New York County,10018,US,TIGER/Line® dataset from the US Census Bureau
148 BEACH 116 STREET,414,QUEENS,40.802479,-73.950807,0.9,range_interpolation,148,W 116th St,,,New York,NY,New York County,10026,US,TIGER/Line® dataset from the US Census Bureau
148 BEACH 116 STREET,414,QUEENS,40.802479,-73.950807,0.9,range_interpolation,148,W 116th St,,,New York,NY,New York County,10026,US,TIGER/Line® dataset from the US Census Bureau
148 BEACH STREET,501,STATEN ISLAND,40.720628,-74.009775,0.81,nearest_rooftop_match,62,Beach St,,,New York,NY,New York County,10013,US,City of New York
148 PIONEER STREET,306,BROOKLYN,40.679056,-74.011424,0.9,range_interpolation,148,Pioneer St,,,Brooklyn,NY,Kings County,11231,US,TIGER/Line® dataset from the US Census Bureau
148 PIONEER STREET,306,BROOKLYN,40.679056,-74.011424,0.9,range_interpolation,148,Pioneer St,,,Brooklyn,NY,Kings County,11231,US,TIGER/Line® dataset from the US Census Bureau
148-09 90 AVENUE,412,QUEENS,40.781807,-73.953387,0.8,nearest_rooftop_match,148,E 90th St,,,New York,NY,New York County,10128,US,City of New York
148-15 89 AVENUE,412,QUEENS,40.788421,-73.970762,0.8,range_interpolation,148,W 89th St,,,New York,NY,New York County,10024,US,TIGER/Line® dataset from the US Census Bureau
1481 2 AVENUE,108,MANHATTAN,40.77217,-73.956015,1,range_interpolation,1481,2nd Ave,,,New York,NY,New York County,10075,US,TIGER/Line® dataset from the US Census Bureau
1485 2 AVENUE,108,MANHATTAN,40.772273,-73.956046,1,range_interpolation,1485,2nd Ave,,,New York,NY,New York County,10075,US,TIGER/Line® dataset from the US Census Bureau
1487 1 AVENUE,108,MANHATTAN,40.771458,-73.953581,1,range_interpolation,1487,1st Ave,,,New York,NY,New York County,10075,US,TIGER/Line® dataset from the US Census Bureau
1487 1 AVENUE,NA,MANHATTAN,40.771458,-73.953581,1,range_interpolation,1487,1st Ave,,,New York,NY,New York County,10075,US,TIGER/Line® dataset from the US Census Bureau
1487 2 AVENUE,108,MANHATTAN,40.772364,-73.955996,1,range_interpolation,1487,2nd Ave,,,New York,NY,New York County,10075,US,TIGER/Line® dataset from the US Census Bureau
149 BOWERY,103,MANHATTAN,40.719262,-73.994399,1,range_interpolation,149,Bowery,,,New York,NY,New York County,10002,US,TIGER/Line® dataset from the US Census Bureau
149 NEW JERSEY AVENUE,305,BROOKLYN,40.676232,-73.895847,0.9,range_interpolation,149,New Jersey Ave,,,Brooklyn,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
149 NEW JERSEY AVENUE,305,BROOKLYN,40.676232,-73.895847,0.9,range_interpolation,149,New Jersey Ave,,,Brooklyn,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
149 NEW JERSEY AVENUE,305,BROOKLYN,40.676232,-73.895847,0.9,range_interpolation,149,New Jersey Ave,,,Brooklyn,NY,Kings County,11207,US,TIGER/Line® dataset from the US Census Bureau
149 QUINCY STREET,303,BROOKLYN,40.686576,-73.955183,0.9,rooftop,149,Quincy St,,,Brooklyn,NY,Kings County,11216,US,City of New York
