"job__","issued_date","expired_date","address","Borough","LOT","Bin","Block","c_b_no","LATITUDE","LONGITUDE","CENSUS_TRACT","geometry","name"
"M00007411-I1",2018-05-15 12:00:00,2019-05-15 12:00:00,"411 BROADWAY","MANHATTAN",36,1801274,194,101,0,0,0,list(),NA
"B00738754-I1",2022-05-18 12:00:00,2023-05-18 04:00:00,"335 BOND STREET","BROOKLYN",1,3429743,445,306,0,0,0,list(),NA
"X00053668-I1",2018-06-18 12:00:00,2019-04-01 12:00:00,"1619 UNIONPORT ROAD","BRONX",7,2041249,3952,209,0,0,0,list(),NA
"M00363317-I1",2020-06-30 12:00:00,2020-09-30 12:00:00,"200 PARK AVENUE","MANHATTAN",9010,1085735,1280,105,0,0,0,list(),NA
"X00063847-I1",2018-07-23 12:00:00,2018-10-05 12:00:00,"324 EAST 194 STREET","BRONX",12,2016608,3287,207,0,0,0,list(),NA
"X00454064-I1",2021-01-26 12:00:00,2022-01-26 05:00:00,"2561 UNIVERSITY AVENUE","BRONX",40,2124203,3220,207,0,0,0,list(),NA
"B00346607-I1",2020-05-18 12:00:00,2021-04-01 12:00:00,"465 HANCOCK STREET","BROOKLYN",66,3045711,1654,303,0,0,0,list(),NA
"M00027259-I1",2018-05-15 12:00:00,2019-05-15 12:00:00,"539 6 AVENUE","MANHATTAN",36,1014527,790,104,0,0,0,list(),NA
"B00123693-I1",2019-02-12 12:00:00,2019-03-18 12:00:00,"1935 BEDFORD AVENUE","BROOKLYN",5,3115549,5043,309,0,0,0,list(),NA
"M00838999-S1",2023-03-06 12:00:00,2024-03-06 05:00:00,"1 DEP PLAZA","MANHATTAN",1,1813392,99999,101,0,0,0,list(),NA
"M00123497-I1",2019-02-04 12:00:00,2020-02-04 12:00:00,"156 RIVINGTON STREET","MANHATTAN",33,1083425,349,103,0,0,0,list(),NA
"B00356101-I1",2020-06-23 12:00:00,2021-06-23 04:00:00,"149 NEW JERSEY AVENUE","BROOKLYN",143,3426612,3671,305,0,0,0,list(),NA
"B00227483-I1",2021-09-10 12:00:00,2022-09-10 04:00:00,"300 WYTHE AVENUE","BROOKLYN",21,3062568,2378,301,0,0,0,list(),NA
"B00813548-I1",2023-01-23 12:00:00,2023-12-09 05:00:00,"417 RUTLAND ROAD","BROOKLYN",48,3106979,4802,309,0,0,0,list(),NA
"B00454410-I1",2021-01-28 12:00:00,2022-01-28 05:00:00,"733 58 STREET","BROOKLYN",65,3015907,850,307,0,0,0,list(),NA
"B00097533-I1",2018-12-04 12:00:00,2019-12-04 12:00:00,"69 HOPE STREET","BROOKLYN",37,3062517,2369,301,0,0,0,list(),NA
"B00156687-I1",2021-05-10 12:00:00,2022-05-10 04:00:00,"625 DRIGGS AVENUE","BROOKLYN",6,3811206,2353,301,0,0,0,list(),NA
"B00239983-I1",2019-10-04 12:00:00,2020-10-04 04:00:00,"624 METROPOLITAN AVENUE","BROOKLYN",14,3068813,2762,301,0,0,0,list(),NA
"B00958603-I1",2023-11-08 12:00:00,2024-01-06 05:00:00,"953 DEAN STREET","BROOKLYN",96,3396260,1134,NA,0,0,0,list(),NA
"B00410461-I1",2021-11-21 12:00:00,2022-11-21 05:00:00,"335 TOMPKINS AVENUE","BROOKLYN",4,3051210,1815,303,0,0,0,list(),NA
"B07998138-I1",2022-09-06 12:00:00,2023-09-06 04:00:00,"57 QUINCY STREET","BROOKLYN",68,3426670,1970,303,0,0,0,list(),NA
"B00012518-I1",2018-03-09 12:00:00,2018-07-11 12:00:00,"428 TOMPKINS AVENUE","BROOKLYN",44,3399691,1839,303,0,0,0,list(),NA
"M00168596-I1",2019-06-18 12:00:00,2020-10-31 01:00:00,"2201 3 AVENUE","MANHATTAN",45,1054564,1784,111,0,0,0,list(),NA
"B00018921-I1",2018-02-14 12:00:00,2018-04-01 12:00:00,"24 WILSON AVENUE","BROOKLYN",34,3071924,3154,304,0,0,0,list(),NA
"M08039364-I1",2023-09-28 12:00:00,2024-09-28 04:00:00,"665 5 AVENUE","MANHATTAN",69,1035721,1288,105,0,0,0,list(),NA
"Q00532613-I1",2023-07-12 12:00:00,2024-06-27 04:00:00,"97-30 64 AVENUE","QUEENS",20,4050465,2091,406,0,0,0,list(),NA
"M00551755-I1",2021-07-06 12:00:00,2022-07-06 04:00:00,"620 WEST  153 STREET","MANHATTAN",7502,1062466,2099,109,0,0,0,list(),NA
"Q08026538-I1",2022-10-28 12:00:00,2023-10-28 04:00:00,"42-38 27 STREET","QUEENS",16,4005094,430,402,0,0,0,list(),NA
"B00034769-I1",2018-12-07 12:00:00,2019-12-07 12:00:00,"571 FULTON STREET","BROOKLYN",23,3000358,149,302,0,0,0,list(),NA
"B07995228-I1",2022-09-12 12:00:00,2023-09-12 04:00:00,"71 QUINCY STREET","BROOKLYN",60,3321933,1970,303,0,0,0,list(),NA
"Q00428887-I1",2020-12-07 12:00:00,2021-04-01 12:00:00,"112-07 198 STREET","QUEENS",239,4235249,10974,412,0,0,0,list(),NA
"M00177911-I1",2019-06-12 12:00:00,2020-10-31 01:00:00,"604 WEST 30 STREET","MANHATTAN",38,1012274,675,104,0,0,0,list(),NA
"M00429170-I1",2020-11-18 12:00:00,2021-11-18 05:00:00,"165 WEST 29 STREET","MANHATTAN",6,1015139,805,105,0,0,0,list(),NA
"B00905074-I1",2023-07-19 12:00:00,2024-01-06 05:00:00,"30 BARTLETT STREET","BROOKLYN",9,3061465,2272,301,0,0,0,list(),NA
"M00250075-I1",2019-11-20 12:00:00,2020-09-30 12:00:00,"2688 BROADWAY","MANHATTAN",44,1056546,1874,107,0,0,0,list(),NA
"M00062707-I1",2018-11-07 12:00:00,2019-11-07 12:00:00,"60 WEST 125 STREET","MANHATTAN",61,1053480,1722,110,0,0,0,list(),NA
"B00285665-I1",2020-01-06 12:00:00,2020-04-01 12:00:00,"137 KINGS HIGHWAY","BROOKLYN",22,3175251,6618,311,0,0,0,list(),NA
"B00312607-I1",2021-02-23 12:00:00,2021-04-01 12:00:00,"8039 PRESTON COURT","BROOKLYN",93,3336939,7918,318,0,0,0,list(),NA
"B00173938-I1",2019-06-04 12:00:00,2020-03-31 12:00:00,"378 SCHERMERHORN STREET","BROOKLYN",9,3000600,174,302,0,0,0,list(),NA
"M00024024-I1",2018-03-30 12:00:00,2018-05-15 12:00:00,"350 EAST 86 STREET","MANHATTAN",30,1050005,1548,108,0,0,0,list(),NA
"Q00787599-I1",2022-08-04 12:00:00,2023-08-04 04:00:00,"81-80 COOPER AVENUE","QUEENS",2,4842231,3810,405,0,0,0,list(),NA
"B08044278-I1",2022-11-29 12:00:00,2023-11-29 05:00:00,"650 GREENE AVENUE","BROOKLYN",33,3322188,1800,303,0,0,0,list(),NA
"B00223226-I1",2019-09-17 12:00:00,2020-12-31 12:00:00,"627 HALSEY STREET","BROOKLYN",58,3817434,1662,303,0,0,0,list(),NA
"X00891756-I1",2023-08-28 12:00:00,2024-08-28 04:00:00,"327 CONCORD AVENUE","BRONX",35,2003857,2573,201,0,0,0,list(),NA
"B00767148-I1",2023-07-28 12:00:00,2024-07-28 04:00:00,"1528 45 STREET","BROOKLYN",18,3128417,5433,312,0,0,0,list(),NA
"M00539648-I1",2021-06-15 12:00:00,2022-06-15 04:00:00,"609 SECOND AVENUE","MANHATTAN",29,1091649,914,106,0,0,0,list(),NA
"X00087206-I1",2019-04-18 12:00:00,2020-01-15 12:00:00,"3364 BOSTON ROAD","BRONX",6,2095084,4733,212,0,0,0,list(),NA
"B00489084-I1",2023-12-20 12:00:00,2024-12-20 05:00:00,"630 EAST   31 STREET","BROOKLYN",54,3113966,5005,317,0,0,0,list(),NA
"Q00102188-I1",2019-12-03 12:00:00,2020-12-03 05:00:00,"11-10 154 STREET","QUEENS",74,4443359,4538,407,0,0,0,list(),NA
"B08031530-I1",2022-12-01 12:00:00,2023-12-01 05:00:00,"1 WELDING ROAD","BROOKLYN",150,3428520,2023,302,0,0,0,list(),NA
"B00059283-I1",2018-10-24 12:00:00,2019-09-26 12:00:00,"187 KENT AVENUE","BROOKLYN",1,3335730,2357,301,0,0,0,list(),NA
"X00797305-I1",2022-08-23 12:00:00,2023-08-23 04:00:00,"2481 CROTONA AVENUE","BRONX",87,2012603,3091,206,0,0,0,list(),NA
"X00649608-I1",2021-12-17 12:00:00,2022-11-05 11:00:00,"2258 AQUEDUCT AVENUE","BRONX",34,2014526,3208,205,0,0,0,list(),NA
"Q00890139-I1",2023-06-16 12:00:00,2024-03-12 04:00:00,"103-41 120 STREET","QUEENS",45,4203781,9558,410,0,0,0,list(),NA
"M00238077-I1",2020-09-30 12:00:00,2021-09-30 04:00:00,"2461 AMSTERDAM AVENUE","MANHATTAN",8,1063577,2149,112,0,0,0,list(),NA
"M00073413-I1",2018-11-28 12:00:00,2019-11-28 12:00:00,"312 WEST 127 STREET","MANHATTAN",41,1076676,1953,110,0,0,0,list(),NA
"Q00419149-I1",2020-10-27 12:00:00,2021-10-27 12:00:00,"5-22 49 AVENUE","QUEENS",35,4000142,32,402,0,0,0,list(),NA
"B00954754-I1",2024-01-10 12:00:00,2024-11-19 12:00:00,"417 RUTLAND ROAD","BROOKLYN",48,3106979,4802,NA,0,0,0,list(),NA
"B00714331-I1",2022-04-08 12:00:00,2023-04-08 04:00:00,"2771 ATLANTIC AVENUE","BROOKLYN",43,3087765,3946,305,0,0,0,list(),NA
"B00128888-I1",2019-03-29 12:00:00,2019-07-25 12:00:00,"66 CLERMONT AVENUE","BROOKLYN",55,3809161,2045,302,0,0,0,list(),NA
"M00284904-I1",2019-12-23 12:00:00,2020-09-21 12:00:00,"936 2 AVENUE","MANHATTAN",51,1080457,1342,106,0,0,0,list(),NA
"B00062370-I1",2019-03-29 12:00:00,2020-05-09 12:00:00,"271 14 STREET","BROOKLYN",72,3325090,1035,306,0,0,0,list(),NA
"B00280889-I1",2021-01-19 12:00:00,2020-12-17 05:00:00,"20 MONITOR STREET","BROOKLYN",34,3428821,2833,301,0,0,0,list(),NA
"B00333730-I1",2020-03-18 12:00:00,2021-03-18 04:00:00,"2037 OCEAN AVENUE","BROOKLYN",72,3182098,6767,314,0,0,0,list(),NA
"M00084828-I1",2018-10-04 12:00:00,2019-01-29 12:00:00,"284 WEST 127 STREET","MANHATTAN",160,1090723,1932,110,0,0,0,list(),NA
"M00168066-I1",2019-05-31 12:00:00,2020-02-21 12:00:00,"30 WEST 48 STREET","MANHATTAN",55,1034493,1263,105,0,0,0,list(),NA
"M00036661-I1",2019-04-05 12:00:00,2020-04-01 12:00:00,"63 WEST 104 STREET","MANHATTAN",10,1075647,1840,107,0,0,0,list(),NA
"B00605752-I1",2021-10-18 12:00:00,2022-10-18 04:00:00,"1541 DEAN STREET","BROOKLYN",53,3035658,1340,308,0,0,0,list(),NA
"Q00814703-I1",2023-02-01 12:00:00,2024-02-01 05:00:00,"43-09 52 STREET","QUEENS",19,4030868,1321,402,0,0,0,list(),NA
"B00789843-I1",2022-08-12 12:00:00,2023-08-12 04:00:00,"19 HUDSON AVENUE","BROOKLYN",1,3819133,6,302,0,0,0,list(),NA
"M00152839-I1",2019-09-19 12:00:00,2020-09-19 12:00:00,"27 3 AVENUE","MANHATTAN",3,1006736,464,103,0,0,0,list(),NA
"X00699557-I1",2022-03-17 12:00:00,2023-03-17 04:00:00,"2180 ARTHUR AVENUE","BRONX",288,2012052,3070,206,0,0,0,list(),NA
"B00781858-I1",2022-08-01 12:00:00,2022-11-06 04:00:00,"119 UNDERHILL AVENUE","BROOKLYN",1,3325270,1153,308,0,0,0,list(),NA
"M00439872-I1",2021-12-21 12:00:00,2022-12-21 05:00:00,"204 AVENUE A","MANHATTAN",6,1091652,406,103,0,0,0,list(),NA
"B00123610-I1",2019-01-30 12:00:00,2020-01-30 12:00:00,"101 BOGART STREET","BROOKLYN",23,3398580,3074,301,0,0,0,list(),NA
"B00274784-I1",2020-01-21 12:00:00,2020-08-08 04:00:00,"590 CLINTON STREET","BROOKLYN",1,3339413,538,306,0,0,0,list(),NA
"B00037622-I1",2018-04-24 12:00:00,2018-08-08 12:00:00,"340 MELROSE STREET","BROOKLYN",21,3821170,3165,304,0,0,0,list(),NA
"B00214004-I1",2019-09-04 12:00:00,2020-09-04 04:00:00,"178 FLATBUSH AVENUE","BROOKLYN",43,3018396,928,306,0,0,0,list(),NA
"B00652096-I1",2021-12-23 12:00:00,2022-12-23 05:00:00,"1229 EASTERN PARKWAY","BROOKLYN",73,3429461,1392,308,0,0,0,list(),NA
"B00835567-I1",2023-02-28 12:00:00,2023-07-21 12:00:00,"383 RUTLAND ROAD","BROOKLYN",54,3106933,4801,309,0,0,0,list(),NA
"B00834449-I1",2023-12-18 12:00:00,2024-08-04 12:00:00,"461 EAST NEW YORK AVENUE","BROOKLYN",56,3429073,1331,309,0,0,0,list(),NA
"M00006761-I1",2018-04-16 12:00:00,2019-04-16 12:00:00,"112 EAST 11 STREET","MANHATTAN",16,1078006,556,103,0,0,0,list(),NA
"B08036785-I1",2022-11-10 12:00:00,2023-09-30 12:00:00,"47 WILLOUGHBY STREET","BROOKLYN",44,3000339,147,302,0,0,0,list(),NA
"X00140378-I1",2021-05-14 12:00:00,2022-05-14 04:00:00,"364 EAST 194 STREET","BRONX",28,2016339,3276,207,0,0,0,list(),NA
"X00936387-I1",2023-09-20 12:00:00,2024-06-27 04:00:00,"3273 3 AVENUE","BRONX",35,2092202,2368,NA,0,0,0,list(),NA
"Q08000323-I1",2022-09-13 12:00:00,2023-09-13 04:00:00,"81-07 KEW GARDENS ROAD","QUEENS",62,4623683,3358,409,0,0,0,list(),NA
"B00076905-I1",2019-03-21 12:00:00,2020-03-21 12:00:00,"737 PARK PLACE","BROOKLYN",32,3823841,1232,308,0,0,0,list(),NA
"B00136333-I1",2019-03-04 12:00:00,2020-03-04 12:00:00,"62 PENNSYLVANIA AVENUE","BROOKLYN",26,3083275,3669,305,0,0,0,list(),NA
"X00473673-I1",2021-02-25 12:00:00,2021-11-17 05:00:00,"2094 BOSTON ROAD","BRONX",7,2013283,3140,206,0,0,0,list(),NA
"M00049976-I1",2021-03-15 12:00:00,2022-03-15 12:00:00,"542 WEST 21 STREET","MANHATTAN",57,1091577,692,104,0,0,0,list(),NA
"Q08007929-I1",2023-11-29 12:00:00,2024-05-15 04:00:00,"195-15 73 AVENUE","QUEENS",421,4623555,7117,408,0,0,0,list(),NA
"B00907008-I1",2023-07-25 12:00:00,2024-03-07 12:00:00,"649 HART STREET","BROOKLYN",134,3429400,3217,304,0,0,0,list(),NA
"B00797556-I1",2022-08-24 12:00:00,2022-08-30 04:00:00,"659 GRAND STREET","BROOKLYN",31,3069390,2781,301,0,0,0,list(),NA
"B00216614-I1",2021-03-23 12:00:00,2022-03-23 04:00:00,"361 MACON STREET","BROOKLYN",77,3856329,1664,303,0,0,0,list(),NA
"S00086269-I1",2020-12-16 12:00:00,2021-12-16 05:00:00,"1719 HYLAN BOULEVARD","STATEN ISLAND",26,5169844,3344,502,0,0,0,list(),NA
"B00902844-I1",2023-07-21 12:00:00,2024-01-06 05:00:00,"101 SOUTH    2 STREET","BROOKLYN",32,3256374,2404,301,0,0,0,list(),NA
"M00248712-I1",2019-12-13 12:00:00,2020-09-30 12:00:00,"183 AVENUE B","MANHATTAN",5,1004906,394,103,0,0,0,list(),NA
"M00962964-I1",2023-11-20 12:00:00,2024-06-13 04:00:00,"443 WEST  113 STREET","MANHATTAN",1,1090071,1866,NA,0,0,0,list(),NA
"Q00224650-I1",2020-04-24 12:00:00,2020-11-11 12:00:00,"45-07 48 AVENUE","QUEENS",58,4002054,170,402,0,0,0,list(),NA
"B00882429-I1",2024-01-09 12:00:00,2024-11-19 12:00:00,"91 GERRY STREET","BROOKLYN",40,3429312,2266,301,0,0,0,list(),NA
"X08023943-I1",2022-10-21 12:00:00,2023-10-21 04:00:00,"115 WEST  190 STREET","BRONX",115,2817804,3220,207,0,0,0,list(),NA
"B00001421-I1",2017-11-01 12:00:00,2017-12-20 12:00:00,"461 TOMPKINS AVENUE","BROOKLYN",9,3835602,1852,303,0,0,0,list(),NA
"Q00929908-I1",2024-01-09 12:00:00,2024-11-19 12:00:00,"43 - 25 52 STREET","QUEENS",10,4030863,1321,NA,0,0,0,list(),NA
"X00562651-I1",2021-07-22 12:00:00,2022-07-22 04:00:00,"114 EAST  198 STREET","BRONX",50,2017461,3315,207,0,0,0,list(),NA
"M00250065-I1",2019-11-20 12:00:00,2020-09-30 12:00:00,"2690 BROADWAY","MANHATTAN",43,1056545,1874,107,0,0,0,list(),NA
"B00880094-I1",2023-06-10 12:00:00,2024-06-10 04:00:00,"1654 42 STREET","BROOKLYN",28,3429384,5380,312,0,0,0,list(),NA
"Q00906682-I1",2023-07-25 12:00:00,2024-04-01 12:00:00,"218-01 36 AVENUE","QUEENS",70,4136773,6186,411,0,0,0,list(),NA
"B00132600-I1",2019-10-10 12:00:00,2020-10-10 04:00:00,"72 CATON PLACE","BROOKLYN",51,3808198,5322,307,0,0,0,list(),NA
"Q00524974-I1",2021-10-15 12:00:00,2022-10-15 04:00:00,"104-72 ROOSEVELT AVENUE","QUEENS",34,4619670,1984,404,0,0,0,list(),NA
"Q00023389-I1",2018-11-27 12:00:00,2019-11-27 12:00:00,"41-21 23 STREET","QUEENS",15,4004985,413,401,0,0,0,list(),NA
"X00991973-I1",2024-01-18 12:00:00,2024-11-06 12:00:00,"2275 LORING PLACE","BRONX",77,2014932,3225,207,0,0,0,list(),NA
"M00001035-I1",2018-01-08 12:00:00,2018-02-01 12:00:00,"36 EAST 29 STREET","MANHATTAN",52,1016916,858,105,0,0,0,list(),NA
"Q00260588-I1",2020-09-25 12:00:00,2021-09-25 04:00:00,"45-24 PEARSON STREET","QUEENS",52,4000723,85,402,0,0,0,list(),NA
"B00835674-I1",2023-03-01 12:00:00,2024-01-06 05:00:00,"181 JACKSON STREET","BROOKLYN",31,3068340,2745,301,0,0,0,list(),NA
"B00674883-I1",2024-01-30 12:00:00,2024-11-06 12:00:00,"577 UNION STREET","BROOKLYN",28,3007199,433,306,0,0,0,list(),NA
"B00574116-I1",2022-08-09 12:00:00,2023-08-09 04:00:00,"46 BUFFALO AVENUE","BROOKLYN",47,3807743,1710,303,0,0,0,list(),NA
"X00285129-I1",2021-10-05 12:00:00,2022-09-30 12:00:00,"980 WESTCHESTER AVENUE","BRONX",30,2005661,2714,202,0,0,0,list(),NA
"X00316683-I1",2020-02-18 12:00:00,2021-02-18 05:00:00,"1916 LONGFELLOW AVENUE","BRONX",33,2010968,3016,206,0,0,0,list(),NA
"B00539282-I1",2021-07-02 12:00:00,2022-07-02 12:00:00,"411 MEEKER AVENUE","BROOKLYN",1,3338051,2724,301,0,0,0,list(),NA
"B00443735-I1",2020-12-31 12:00:00,2021-12-31 05:00:00,"148 PIONEER STREET","BROOKLYN",1,3336496,529,306,0,0,0,list(),NA
"B00034809-I1",2019-05-15 12:00:00,2019-12-13 12:00:00,"589 FULTON STREET","BROOKLYN",14,3000352,149,302,0,0,0,list(),NA
"Q00150922-I1",2020-04-02 12:00:00,2021-04-02 04:00:00,"98-35 CORONA AVENUE","QUEENS",135,4623206,1629,404,0,0,0,list(),NA
"B00658495-I1",2022-01-11 12:00:00,2023-01-11 05:00:00,"813 45 STREET","BROOKLYN",71,3011465,742,312,0,0,0,list(),NA
"B00404173-I1",2020-10-01 12:00:00,2021-09-30 04:00:00,"281 JEFFERSON AVENUE","BROOKLYN",74,3428657,1829,303,0,0,0,list(),NA
"Q00065398-I1",2018-08-01 12:00:00,2019-08-01 12:00:00,"72-08 MYRTLE AVENUE","QUEENS",13,4090558,3711,405,0,0,0,list(),NA
"B00418089-I1",2020-10-23 12:00:00,2021-02-16 12:00:00,"333 IRVING AVENUE","BROOKLYN",4,3076482,3345,304,0,0,0,list(),NA
"M00088691-I1",2018-10-24 12:00:00,2019-10-24 12:00:00,"122 EAST 32 STREET","MANHATTAN",84,1802251,887,105,0,0,0,list(),NA
"M01005465-I1",2024-02-16 12:00:00,2024-12-20 12:00:00,"40 EAST   80 STREET","MANHATTAN",48,1091749,1491,108,0,0,0,list(),NA
"B00035914-I1",2018-04-23 12:00:00,2019-04-01 12:00:00,"10 MONTIETH STREET","BROOKLYN",1,3071839,3141,304,0,0,0,list(),NA
"Q00159868-I1",2019-05-03 12:00:00,2020-11-30 12:00:00,"115-36 159 STREET","QUEENS",25,4435278,12198,412,0,0,0,list(),NA
"B00545835-I1",2021-06-24 12:00:00,2021-11-06 12:00:00,"416 METROPOLITAN AVENUE","BROOKLYN",19,3399917,2369,301,0,0,0,list(),NA
"M00048471-I1",2018-06-05 12:00:00,2019-06-05 12:00:00,"412 WEST 126 STREET","MANHATTAN",78,1059555,1966,109,0,0,0,list(),NA
"M00154130-I1",2019-05-21 12:00:00,2020-11-30 12:00:00,"1461 3 AVENUE","MANHATTAN",48,1048682,1528,108,0,0,0,list(),NA
"X00743549-I1",2022-05-25 12:00:00,2023-05-25 04:00:00,"9 DASH PLACE","BRONX",869,2084031,5778,208,0,0,0,list(),NA
"M00316935-I1",2020-03-04 12:00:00,2020-11-30 12:00:00,"140 HENRY STREET","MANHATTAN",29,1003260,273,103,0,0,0,list(),NA
"X00927356-I1",2024-01-09 12:00:00,2024-11-19 12:00:00,"751 CROTONA PARK NORTH","BRONX",50,2009938,2948,206,0,0,0,list(),NA
"M00002496-I1",2018-04-24 12:00:00,2018-09-30 12:00:00,"821 FIRST AVENUE","MANHATTAN",30,1038776,1338,106,0,0,0,list(),NA
"B00795008-I1",2022-08-26 12:00:00,2023-08-26 04:00:00,"673 HART STREET","BROOKLYN",1,3428954,3218,304,0,0,0,list(),NA
"M00545455-I1",2021-07-08 12:00:00,2022-07-08 04:00:00,"38 EAST 2 STREET","MANHATTAN",1,1091699,444,103,0,0,0,list(),NA
"B00708454-I1",2023-07-13 12:00:00,2024-06-10 04:00:00,"1668 DEAN STREET","BROOKLYN",13,3035770,1348,308,0,0,0,list(),NA
"X00050666-I1",2018-06-08 12:00:00,2018-08-01 12:00:00,"1771 WEEKS AVENUE","BRONX",41,2007429,2796,205,0,0,0,list(),NA
"M00069356-I1",2018-08-21 12:00:00,2019-08-21 12:00:00,"21 PARK PLACE","MANHATTAN",9,1001402,124,101,0,0,0,list(),NA
"M00136491-I1",2019-03-19 12:00:00,2020-02-21 12:00:00,"117 EAST 79 STREET","MANHATTAN",107,1047496,1508,108,0,0,0,list(),NA
"M00037850-I1",2018-06-26 12:00:00,2019-06-21 12:00:00,"10 LENOX AVENUE","MANHATTAN",69,1051406,1594,110,0,0,0,list(),NA
"X00911268-I1",2023-07-31 12:00:00,2024-01-12 05:00:00,"2216 AQUEDUCT AVENUE","BRONX",7,2014507,3208,205,0,0,0,list(),NA
"M00790633-I1",2022-08-29 12:00:00,2023-08-29 04:00:00,"125 WEST   57 STREET","MANHATTAN",15,1023724,1010,105,0,0,0,list(),NA
"B00944233-I1",2023-10-16 12:00:00,2024-09-30 12:00:00,"29 HURON STREET","BROOKLYN",1,3428521,2520,NA,0,0,0,list(),NA
"M00232453-I1",2019-09-23 12:00:00,2020-09-23 04:00:00,"551 GREENWICH STREET","MANHATTAN",42,1010377,598,102,0,0,0,list(),NA
"X00045269-I1",2018-05-18 12:00:00,2018-06-27 12:00:00,"2744 MATTHEWS AVENUE","BRONX",17,2829917,4514,211,0,0,0,list(),NA
"M00139838-I1",2019-03-11 12:00:00,2019-09-12 12:00:00,"351 EAST 85 STREET","MANHATTAN",123,1050021,1548,108,0,0,0,list(),NA
"Q00845398-I1",2023-03-29 12:00:00,2024-01-06 05:00:00,"27-16 21 STREET","QUEENS",32,4436854,539,401,0,0,0,list(),NA
"M00169178-I1",2020-04-01 12:00:00,2021-03-31 12:00:00,"11 ESSEX STREET","MANHATTAN",24,1003818,297,103,0,0,0,list(),NA
"X00306051-I1",2021-03-23 12:00:00,2022-03-23 12:00:00,"1769 JEROME AVENUE","BRONX",163,2090447,2861,205,0,0,0,list(),NA
"M00950856-I1",2023-11-20 12:00:00,2024-06-01 12:00:00,"280 EAST HOUSTON STREET","MANHATTAN",58,1091738,397,NA,0,0,0,list(),NA
"M00295574-I1",2020-01-17 12:00:00,2021-01-17 05:00:00,"32 RUTGERS STREET","MANHATTAN",21,1091684,273,103,0,0,0,list(),NA
"B00378438-I1",2020-08-03 12:00:00,2021-08-03 04:00:00,"785 EAST 34 STREET","BROOKLYN",15,3113862,4998,317,0,0,0,list(),NA
"Q00352429-I1",2020-06-12 12:00:00,2021-03-31 12:00:00,"23-14 45 AVENUE","QUEENS",6,4000681,80,402,0,0,0,list(),NA
"B00359658-I1",2020-06-22 12:00:00,2021-06-22 04:00:00,"232 55 STREET","BROOKLYN",16,3014859,829,307,0,0,0,list(),NA
"X00114324-I1",2019-01-04 12:00:00,2020-01-04 12:00:00,"707 CONCOURSE VILLAGE WEST","BRONX",49,2833311,2458,204,0,0,0,list(),NA
"B00592284-I1",2021-09-13 12:00:00,2022-09-13 04:00:00,"262 17 STREET","BROOKLYN",20,3016744,873,307,0,0,0,list(),NA
"B00309947-I1",2020-02-19 12:00:00,2021-02-19 05:00:00,"158 PIONEER STREET","BROOKLYN",300,3832062,515,306,0,0,0,list(),NA
"X00649598-I1",2021-12-17 12:00:00,2022-11-05 11:00:00,"2256 AQUEDUCT AVENUE","BRONX",33,2014525,3208,205,0,0,0,list(),NA
"B00131843-I1",2022-06-06 12:00:00,2023-06-06 04:00:00,"2960 BRIGHTON 4 STREET","BROOKLYN",277,3421358,8663,313,0,0,0,list(),NA
"B08019048-I1",2022-10-12 12:00:00,2023-07-07 04:00:00,"149 NEW JERSEY AVENUE","BROOKLYN",143,3426612,3671,305,0,0,0,list(),NA
"Q00225956-I1",2019-09-17 12:00:00,2020-08-06 12:00:00,"40-44 24 STREET","QUEENS",1,4004930,408,401,0,0,0,list(),NA
"B00873622-I1",2023-05-20 12:00:00,2024-01-06 05:00:00,"458 ST MARKS AVENUE","BROOKLYN",48,3393244,1155,308,0,0,0,list(),NA
"X00432755-I1",2020-12-07 12:00:00,2021-12-07 05:00:00,"874 EAST 180 STREET","BRONX",51,2099965,3123,206,0,0,0,list(),NA
"B00081154-I1",2018-09-20 12:00:00,2019-08-14 12:00:00,"155 WITHERS STREET","BROOKLYN",34,3068201,2739,301,0,0,0,list(),NA
"X00838992-S2",2023-03-04 12:00:00,2023-08-02 12:00:00,"2017 GRAND CONCOURSE","BRONX",90,2007695,2808,205,0,0,0,list(),NA
"M00253064-I1",2021-09-28 12:00:00,2022-09-28 04:00:00,"10 WEST 47 STREET","MANHATTAN",45,1034340,1262,105,0,0,0,list(),NA
"Q00197340-I1",2019-07-23 12:00:00,2021-01-31 12:00:00,"147-22 73 AVENUE","QUEENS",11,4144471,6682,408,0,0,0,list(),NA
"S00649919-I1",2021-12-28 12:00:00,2022-12-28 05:00:00,"475 BAY STREET","STATEN ISLAND",9,5801875,488,501,0,0,0,list(),NA
"B00768503-I1",2022-07-06 12:00:00,2023-07-06 04:00:00,"1454 39 STREET","BROOKLYN",17,3428738,5346,312,0,0,0,list(),NA
"B00431537-I1",2022-11-16 12:00:00,2023-11-16 05:00:00,"141 NORTH 6 STREET","BROOKLYN",32,3398476,2327,301,0,0,0,list(),NA
"M00302254-I1",2021-01-19 12:00:00,2022-01-19 05:00:00,"150 EAST 91 STREET","MANHATTAN",50,1048273,1519,108,0,0,0,list(),NA
"B00161987-I1",2020-01-28 12:00:00,2020-12-22 12:00:00,"12 BERRY STREET","BROOKLYN",30,3425164,2279,301,0,0,0,list(),NA
"B00494938-I1",2022-04-07 12:00:00,2023-04-07 04:00:00,"1360 FULTON STREET","BROOKLYN",1,3329709,1862,303,0,0,0,list(),NA
